SKU,Retailer,Store,Region,Beginning Inventory,Ending Inventory,Reorder Point,Lead Time (days)
SKU-CL-00089,Sam's Club,SAM-01-004,Midwest,365,90,80,8
SKU-CL-00089,Sam's Club,SAM-03-001,West,84,220,92,6
SKU-CL-00089,Sam's Club,SAM-03-007,West,823,894,62,6
SKU-CL-00089,Sam's Club,SAM-03-006,West,921,986,86,4
SKU-CL-00089,Sam's Club,SAM-01-008,Midwest,242,109,60,13
SKU-CL-00089,Sam's Club,SAM-01-007,Midwest,764,588,72,14
SKU-CL-00089,Sam's Club,SAM-01-010,Midwest,198,199,21,10
SKU-CL-00089,Sam's Club,SAM-02-002,South,135,126,32,4
SKU-CL-00089,Sam's Club,SAM-02-003,South,228,196,134,4
SKU-CL-00089,Sam's Club,SAM-02-008,South,490,506,129,8
SKU-CL-00089,Sam's Club,SAM-01-006,Midwest,602,326,96,13
SKU-CL-00089,Sam's Club,SAM-03-005,West,551,621,48,6
SKU-CL-00089,Sam's Club,SAM-03-003,West,671,567,56,5
SKU-CL-00089,Sam's Club,SAM-02-006,South,292,124,75,7
SKU-CL-00089,Sam's Club,SAM-03-002,West,303,163,50,10
SKU-HH-00090,Walmart,WMT-02-002,South,949,946,42,4
SKU-HH-00090,Walmart,WMT-02-004,South,383,231,58,10
SKU-HH-00090,Walmart,WMT-01-004,Midwest,426,210,87,3
SKU-HH-00090,Walmart,WMT-03-015,West,654,764,152,7
SKU-HH-00090,Walmart,WMT-01-002,Midwest,486,411,119,12
SKU-HH-00090,Walmart,WMT-01-011,Midwest,124,0,49,10
SKU-HH-00090,Walmart,WMT-02-012,South,408,365,113,10
SKU-HH-00090,Walmart,WMT-03-006,West,298,429,30,7
SKU-HH-00090,Walmart,WMT-02-013,South,429,190,130,4
SKU-HH-00090,Walmart,WMT-03-013,West,401,301,147,5
SKU-HH-00090,Walmart,WMT-01-012,Midwest,70,110,92,5
SKU-HH-00090,Walmart,WMT-03-011,West,254,1,130,4
SKU-HH-00090,Walmart,WMT-03-004,West,325,366,21,9
SKU-HH-00090,Walmart,WMT-04-003,Northeast,110,120,153,7
SKU-HH-00090,Walmart,WMT-03-005,West,610,754,106,10
SKU-HH-00090,Walmart,WMT-02-001,South,680,551,90,6
SKU-HH-00090,Walmart,WMT-02-014,South,903,888,83,5
SKU-HH-00090,Walmart,WMT-02-003,South,372,392,154,3
SKU-HH-00090,Walmart,WMT-02-007,South,635,674,120,8
SKU-HH-00090,Walmart,WMT-02-009,South,743,939,58,8
SKU-HH-00090,Walmart,WMT-01-001,Midwest,187,0,81,12
SKU-HH-00090,Walmart,WMT-01-005,Midwest,631,624,128,12
SKU-HH-00090,Walmart,WMT-02-008,South,735,792,124,10
SKU-HH-00090,Walmart,WMT-03-010,West,234,287,67,7
SKU-HH-00090,Walmart,WMT-03-003,West,55,0,154,11
SKU-HH-00090,Walmart,WMT-04-002,Northeast,822,1008,48,4
SKU-HH-00090,Walmart,WMT-01-013,Midwest,769,759,143,8
SKU-HH-00090,Walmart,WMT-01-010,Midwest,595,427,73,11
SKU-HH-00090,Walmart,WMT-03-012,West,708,692,88,11
SKU-HH-00090,Walmart,WMT-02-011,South,739,870,129,3
SKU-HH-00090,Sam's Club,SAM-03-003,West,741,538,114,4
SKU-HH-00090,Sam's Club,SAM-02-005,South,97,128,80,12
SKU-HH-00090,Sam's Club,SAM-02-002,South,577,307,88,5
SKU-HH-00090,Sam's Club,SAM-03-002,West,350,206,143,6
SKU-HH-00090,Sam's Club,SAM-03-006,West,699,454,114,5
SKU-HH-00090,Sam's Club,SAM-03-008,West,89,220,109,10
SKU-HH-00090,Sam's Club,SAM-01-005,Midwest,947,753,136,5
SKU-HH-00090,Sam's Club,SAM-03-004,West,622,522,156,14
SKU-HH-00090,Sam's Club,SAM-01-002,Midwest,462,463,53,5
SKU-HH-00090,Sam's Club,SAM-03-001,West,88,0,147,8
SKU-HH-00090,Sam's Club,SAM-02-006,South,71,265,82,13
SKU-HH-00090,Sam's Club,SAM-01-006,Midwest,641,698,104,3
SKU-HH-00090,Sam's Club,SAM-01-003,Midwest,336,165,45,3
SKU-HH-00090,Sam's Club,SAM-01-010,Midwest,411,483,66,4
SKU-HH-00090,Sam's Club,SAM-02-010,South,788,954,99,13
SKU-HH-00090,Sam's Club,SAM-02-004,South,882,1039,22,9
SKU-HH-00090,Sam's Club,SAM-02-007,South,446,616,96,10
SKU-HH-00090,Sam's Club,SAM-02-009,South,783,766,89,5
SKU-HH-00090,Sam's Club,SAM-01-001,Midwest,123,36,71,9
SKU-HH-00090,Sam's Club,SAM-02-008,South,412,205,104,13
SKU-HH-00090,Costco,COST-02-006,South,216,209,127,5
SKU-HH-00090,Costco,COST-02-001,South,198,64,90,3
SKU-HH-00090,Costco,COST-01-004,Midwest,774,612,134,5
SKU-HH-00090,Costco,COST-03-001,West,76,37,93,13
SKU-HH-00090,Costco,COST-03-006,West,470,319,88,11
SKU-HH-00090,Costco,COST-02-003,South,341,75,121,3
SKU-HH-00090,Costco,COST-01-005,Midwest,658,468,110,11
SKU-HH-00090,Costco,COST-01-006,Midwest,587,547,90,10
SKU-HH-00090,Costco,COST-03-004,West,136,244,130,5
SKU-HH-00090,Costco,COST-03-005,West,620,522,169,6
SKU-HH-00090,Costco,COST-01-003,Midwest,203,118,45,6
SKU-HH-00090,Costco,COST-03-002,West,688,412,64,9
SKU-HH-00090,Costco,COST-01-001,Midwest,758,680,91,4
SKU-HH-00090,Costco,COST-02-004,South,162,94,92,7
SKU-HH-00090,Costco,COST-02-005,South,365,488,29,3
SKU-BC-00091,Walmart,WMT-04-001,Northeast,271,147,161,5
SKU-BC-00091,Walmart,WMT-01-010,Midwest,267,412,69,8
SKU-BC-00091,Walmart,WMT-03-011,West,54,133,20,7
SKU-BC-00091,Walmart,WMT-02-008,South,833,614,112,8
SKU-BC-00091,Walmart,WMT-02-013,South,274,124,117,9
SKU-BC-00091,Walmart,WMT-02-014,South,859,850,82,8
SKU-BC-00091,Walmart,WMT-01-001,Midwest,120,0,78,8
SKU-BC-00091,Walmart,WMT-01-008,Midwest,863,699,23,12
SKU-BC-00091,Walmart,WMT-03-012,West,111,69,103,7
SKU-BC-00091,Walmart,WMT-03-001,West,843,696,87,12
SKU-BC-00091,Walmart,WMT-02-004,South,594,558,87,7
SKU-BC-00091,Walmart,WMT-01-013,Midwest,281,88,170,5
SKU-BC-00091,Walmart,WMT-01-007,Midwest,481,451,81,10
SKU-BC-00091,Walmart,WMT-01-003,Midwest,758,537,157,9
SKU-BC-00091,Walmart,WMT-03-010,West,500,492,146,4
SKU-BC-00091,Walmart,WMT-01-009,Midwest,615,776,57,10
SKU-BC-00091,Walmart,WMT-03-015,West,126,303,166,5
SKU-BC-00091,Walmart,WMT-01-015,Midwest,681,733,99,10
SKU-BC-00091,Walmart,WMT-04-002,Northeast,414,516,158,5
SKU-BC-00091,Walmart,WMT-01-012,Midwest,356,330,151,11
SKU-BC-00091,Walmart,WMT-03-002,West,646,569,50,7
SKU-BC-00091,Walmart,WMT-01-014,Midwest,372,288,118,7
SKU-BC-00091,Walmart,WMT-03-005,West,688,533,86,11
SKU-BC-00091,Walmart,WMT-01-011,Midwest,521,649,51,6
SKU-BC-00091,Walmart,WMT-01-004,Midwest,730,809,144,13
SKU-BC-00091,Walmart,WMT-03-007,West,213,365,79,13
SKU-BC-00091,Walmart,WMT-02-007,South,649,415,81,13
SKU-BC-00091,Walmart,WMT-02-005,South,308,280,44,7
SKU-BC-00091,Walmart,WMT-03-006,West,279,37,41,3
SKU-BC-00091,Walmart,WMT-02-006,South,436,442,38,12
SKU-BC-00091,Sam's Club,SAM-03-005,West,649,635,35,3
SKU-BC-00091,Sam's Club,SAM-01-009,Midwest,459,242,42,12
SKU-BC-00091,Sam's Club,SAM-01-001,Midwest,341,89,103,6
SKU-BC-00091,Sam's Club,SAM-02-007,South,607,488,149,3
SKU-BC-00091,Sam's Club,SAM-02-005,South,334,315,161,4
SKU-BC-00091,Sam's Club,SAM-03-008,West,919,799,42,11
SKU-BC-00091,Sam's Club,SAM-03-003,West,704,666,61,9
SKU-BC-00091,Sam's Club,SAM-01-008,Midwest,419,585,38,10
SKU-BC-00091,Sam's Club,SAM-01-010,Midwest,593,320,84,5
SKU-BC-00091,Sam's Club,SAM-03-001,West,819,855,127,3
SKU-BC-00091,Sam's Club,SAM-02-001,South,667,730,56,6
SKU-BC-00091,Sam's Club,SAM-03-004,West,603,627,92,6
SKU-BC-00091,Sam's Club,SAM-02-004,South,697,760,103,13
SKU-BC-00091,Sam's Club,SAM-01-004,Midwest,613,806,92,5
SKU-BC-00091,Sam's Club,SAM-02-003,South,628,659,71,14
SKU-BC-00091,Sam's Club,SAM-02-006,South,480,347,128,13
SKU-BC-00091,Sam's Club,SAM-02-010,South,230,169,33,4
SKU-BC-00091,Sam's Club,SAM-02-002,South,939,850,105,3
SKU-BC-00091,Sam's Club,SAM-01-005,Midwest,743,507,109,11
SKU-BC-00091,Sam's Club,SAM-03-006,West,328,376,27,6
SKU-BC-00091,Costco,COST-01-002,Midwest,375,445,41,5
SKU-BC-00091,Costco,COST-01-006,Midwest,885,1081,170,13
SKU-BC-00091,Costco,COST-02-006,South,906,703,32,8
SKU-BC-00091,Costco,COST-02-001,South,811,867,75,14
SKU-BC-00091,Costco,COST-02-003,South,460,273,34,6
SKU-BC-00091,Costco,COST-02-002,South,579,495,147,12
SKU-BC-00091,Costco,COST-03-004,West,714,875,71,6
SKU-BC-00091,Costco,COST-01-005,Midwest,793,900,41,12
SKU-BC-00091,Costco,COST-03-002,West,429,312,153,11
SKU-BC-00091,Costco,COST-03-003,West,136,0,168,8
SKU-BC-00091,Costco,COST-01-001,Midwest,879,705,20,4
SKU-BC-00091,Costco,COST-03-001,West,944,1003,22,11
SKU-BC-00091,Costco,COST-02-005,South,853,621,88,7
SKU-BC-00091,Costco,COST-03-005,West,171,163,61,7
SKU-BC-00091,Costco,COST-01-004,Midwest,218,278,92,6
SKU-CL-00092,Walmart,WMT-01-005,Midwest,783,791,144,13
SKU-CL-00092,Walmart,WMT-02-014,South,702,813,145,10
SKU-CL-00092,Walmart,WMT-02-001,South,495,522,151,5
SKU-CL-00092,Walmart,WMT-03-007,West,694,584,137,9
SKU-CL-00092,Walmart,WMT-01-011,Midwest,449,402,66,4
SKU-CL-00092,Walmart,WMT-01-003,Midwest,798,868,99,12
SKU-CL-00092,Walmart,WMT-01-001,Midwest,220,189,146,3
SKU-CL-00092,Walmart,WMT-02-006,South,381,556,79,10
SKU-CL-00092,Walmart,WMT-02-004,South,483,585,122,4
SKU-CL-00092,Walmart,WMT-01-004,Midwest,103,188,41,6
SKU-CL-00092,Walmart,WMT-01-006,Midwest,274,285,114,4
SKU-CL-00092,Walmart,WMT-02-012,South,294,303,78,11
SKU-CL-00092,Walmart,WMT-03-015,West,263,289,60,10
SKU-CL-00092,Walmart,WMT-02-010,South,164,247,31,12
SKU-CL-00092,Walmart,WMT-02-002,South,105,90,64,6
SKU-CL-00092,Walmart,WMT-03-013,West,720,477,99,11
SKU-CL-00092,Walmart,WMT-03-003,West,620,497,47,4
SKU-CL-00092,Walmart,WMT-03-002,West,454,252,132,5
SKU-CL-00092,Walmart,WMT-02-008,South,806,615,159,10
SKU-CL-00092,Walmart,WMT-01-013,Midwest,242,240,125,7
SKU-CL-00092,Walmart,WMT-01-010,Midwest,775,680,144,11
SKU-CL-00092,Walmart,WMT-01-008,Midwest,533,454,132,8
SKU-CL-00092,Walmart,WMT-02-003,South,321,131,163,13
SKU-CL-00092,Walmart,WMT-02-007,South,544,400,114,12
SKU-CL-00092,Walmart,WMT-04-002,Northeast,394,124,59,12
SKU-CL-00092,Walmart,WMT-03-008,West,226,67,137,10
SKU-CL-00092,Walmart,WMT-01-012,Midwest,80,14,43,8
SKU-CL-00092,Walmart,WMT-03-012,West,835,760,124,9
SKU-CL-00092,Walmart,WMT-02-015,South,110,0,26,5
SKU-CL-00092,Walmart,WMT-02-009,South,480,433,31,9
SKU-CL-00092,Sam's Club,SAM-01-010,Midwest,141,280,30,3
SKU-CL-00092,Sam's Club,SAM-03-006,West,785,529,136,10
SKU-CL-00092,Sam's Club,SAM-01-004,Midwest,582,523,144,9
SKU-CL-00092,Sam's Club,SAM-03-005,West,268,120,165,11
SKU-CL-00092,Sam's Club,SAM-02-006,South,400,448,46,5
SKU-CL-00092,Sam's Club,SAM-01-002,Midwest,412,286,31,9
SKU-CL-00092,Sam's Club,SAM-02-009,South,296,224,129,13
SKU-CL-00092,Sam's Club,SAM-03-003,West,424,150,39,12
SKU-CL-00092,Sam's Club,SAM-02-007,South,250,229,61,12
SKU-CL-00092,Sam's Club,SAM-01-007,Midwest,515,425,67,7
SKU-CL-00092,Sam's Club,SAM-02-005,South,943,677,109,10
SKU-CL-00092,Sam's Club,SAM-01-005,Midwest,661,858,131,4
SKU-CL-00092,Sam's Club,SAM-02-003,South,814,966,54,3
SKU-CL-00092,Sam's Club,SAM-01-003,Midwest,438,241,160,8
SKU-CL-00092,Sam's Club,SAM-03-007,West,805,727,139,14
SKU-CL-00092,Sam's Club,SAM-03-004,West,386,341,58,3
SKU-CL-00092,Sam's Club,SAM-02-002,South,806,529,22,14
SKU-CL-00092,Sam's Club,SAM-02-008,South,340,425,162,10
SKU-CL-00092,Sam's Club,SAM-02-001,South,633,791,30,6
SKU-CL-00092,Sam's Club,SAM-02-010,South,98,56,36,4
SKU-CL-00092,Costco,COST-01-002,Midwest,384,247,74,6
SKU-CL-00092,Costco,COST-02-004,South,503,408,151,5
SKU-CL-00092,Costco,COST-03-005,West,854,730,40,7
SKU-CL-00092,Costco,COST-03-003,West,180,350,158,3
SKU-CL-00092,Costco,COST-01-003,Midwest,599,338,27,13
SKU-CL-00092,Costco,COST-01-001,Midwest,821,606,127,5
SKU-CL-00092,Costco,COST-03-004,West,542,461,93,4
SKU-CL-00092,Costco,COST-03-002,West,152,168,59,7
SKU-CL-00092,Costco,COST-01-005,Midwest,799,831,65,5
SKU-CL-00092,Costco,COST-02-006,South,130,172,152,3
SKU-CL-00092,Costco,COST-02-002,South,274,416,21,8
SKU-CL-00092,Costco,COST-01-006,Midwest,509,393,167,13
SKU-CL-00092,Costco,COST-03-006,West,108,39,126,6
SKU-CL-00092,Costco,COST-02-003,South,384,401,142,8
SKU-CL-00092,Costco,COST-02-001,South,110,206,114,6
SKU-PC-00093,Walmart,WMT-01-007,Midwest,859,847,127,6
SKU-PC-00093,Walmart,WMT-02-002,South,536,367,28,11
SKU-PC-00093,Walmart,WMT-02-005,South,156,356,79,12
SKU-PC-00093,Walmart,WMT-01-002,Midwest,878,636,140,4
SKU-PC-00093,Walmart,WMT-02-008,South,710,743,50,13
SKU-PC-00093,Walmart,WMT-02-004,South,429,560,48,9
SKU-PC-00093,Walmart,WMT-04-002,Northeast,765,852,38,8
SKU-PC-00093,Walmart,WMT-02-001,South,527,526,132,6
SKU-PC-00093,Walmart,WMT-03-006,West,123,30,54,4
SKU-PC-00093,Walmart,WMT-01-013,Midwest,628,382,21,10
SKU-PC-00093,Walmart,WMT-02-015,South,534,275,83,9
SKU-PC-00093,Walmart,WMT-04-003,Northeast,193,0,147,5
SKU-PC-00093,Walmart,WMT-03-001,West,325,487,103,9
SKU-PC-00093,Walmart,WMT-02-012,South,457,637,114,5
SKU-PC-00093,Walmart,WMT-01-001,Midwest,693,458,57,9
SKU-PC-00093,Walmart,WMT-01-005,Midwest,413,498,49,13
SKU-PC-00093,Walmart,WMT-02-009,South,225,185,62,7
SKU-PC-00093,Walmart,WMT-03-011,West,306,150,76,5
SKU-PC-00093,Walmart,WMT-02-003,South,354,180,146,3
SKU-PC-00093,Walmart,WMT-01-008,Midwest,543,529,136,6
SKU-PC-00093,Walmart,WMT-02-011,South,291,288,32,7
SKU-PC-00093,Walmart,WMT-01-015,Midwest,621,630,140,9
SKU-PC-00093,Walmart,WMT-03-007,West,773,664,128,6
SKU-PC-00093,Walmart,WMT-03-015,West,200,86,76,9
SKU-PC-00093,Walmart,WMT-02-010,South,135,0,148,7
SKU-PC-00093,Walmart,WMT-02-013,South,280,349,99,13
SKU-PC-00093,Walmart,WMT-03-013,West,158,84,140,5
SKU-PC-00093,Walmart,WMT-03-010,West,889,719,132,13
SKU-PC-00093,Walmart,WMT-03-005,West,238,387,169,12
SKU-PC-00093,Walmart,WMT-03-003,West,227,236,58,6
SKU-PC-00093,Sam's Club,SAM-03-008,West,55,196,82,4
SKU-PC-00093,Sam's Club,SAM-03-001,West,809,866,119,8
SKU-PC-00093,Sam's Club,SAM-03-006,West,680,476,37,6
SKU-PC-00093,Sam's Club,SAM-01-010,Midwest,522,426,97,13
SKU-PC-00093,Sam's Club,SAM-03-005,West,80,150,114,4
SKU-PC-00093,Sam's Club,SAM-01-002,Midwest,273,364,65,3
SKU-PC-00093,Sam's Club,SAM-02-005,South,593,711,103,13
SKU-PC-00093,Sam's Club,SAM-03-007,West,947,739,20,10
SKU-PC-00093,Sam's Club,SAM-02-003,South,707,518,128,12
SKU-PC-00093,Sam's Club,SAM-01-001,Midwest,491,515,134,4
SKU-PC-00093,Sam's Club,SAM-02-008,South,680,622,79,10
SKU-PC-00093,Sam's Club,SAM-02-010,South,286,393,132,13
SKU-PC-00093,Sam's Club,SAM-01-003,Midwest,851,877,84,4
SKU-PC-00093,Sam's Club,SAM-02-002,South,869,657,164,7
SKU-PC-00093,Sam's Club,SAM-03-003,West,775,972,148,13
SKU-PC-00093,Sam's Club,SAM-02-004,South,170,191,152,11
SKU-PC-00093,Sam's Club,SAM-02-006,South,770,572,39,7
SKU-PC-00093,Sam's Club,SAM-01-009,Midwest,721,578,47,10
SKU-PC-00093,Sam's Club,SAM-02-009,South,209,20,140,8
SKU-PC-00093,Sam's Club,SAM-01-008,Midwest,342,211,92,3
SKU-BC-00094,Walmart,WMT-02-006,South,714,637,165,12
SKU-BC-00094,Walmart,WMT-03-006,West,635,473,124,9
SKU-BC-00094,Walmart,WMT-02-012,South,369,171,25,10
SKU-BC-00094,Walmart,WMT-02-013,South,506,550,89,9
SKU-BC-00094,Walmart,WMT-01-008,Midwest,922,1022,130,12
SKU-BC-00094,Walmart,WMT-03-004,West,290,222,96,8
SKU-BC-00094,Walmart,WMT-04-003,Northeast,477,239,93,12
SKU-BC-00094,Walmart,WMT-03-011,West,287,391,27,6
SKU-BC-00094,Walmart,WMT-03-012,West,666,681,50,5
SKU-BC-00094,Walmart,WMT-01-010,Midwest,868,624,65,6
SKU-BC-00094,Walmart,WMT-01-006,Midwest,674,450,145,11
SKU-BC-00094,Walmart,WMT-03-005,West,504,477,67,6
SKU-BC-00094,Walmart,WMT-01-003,Midwest,293,370,53,9
SKU-BC-00094,Walmart,WMT-01-011,Midwest,813,790,75,11
SKU-BC-00094,Walmart,WMT-04-002,Northeast,127,64,74,4
SKU-BC-00094,Walmart,WMT-04-001,Northeast,740,766,140,14
SKU-BC-00094,Walmart,WMT-03-003,West,513,538,95,13
SKU-BC-00094,Walmart,WMT-02-008,South,329,229,160,5
SKU-BC-00094,Walmart,WMT-03-015,West,825,741,94,3
SKU-BC-00094,Walmart,WMT-02-015,South,118,119,159,14
SKU-BC-00094,Walmart,WMT-01-012,Midwest,255,24,25,11
SKU-BC-00094,Walmart,WMT-03-013,West,721,498,46,7
SKU-BC-00094,Walmart,WMT-02-001,South,893,859,152,9
SKU-BC-00094,Walmart,WMT-02-014,South,940,895,78,7
SKU-BC-00094,Walmart,WMT-01-007,Midwest,515,543,24,3
SKU-BC-00094,Walmart,WMT-01-015,Midwest,730,680,136,10
SKU-BC-00094,Walmart,WMT-01-002,Midwest,217,4,92,7
SKU-BC-00094,Walmart,WMT-03-008,West,342,483,56,4
SKU-BC-00094,Walmart,WMT-01-009,Midwest,347,247,84,10
SKU-BC-00094,Walmart,WMT-01-005,Midwest,192,79,157,7
SKU-BC-00094,Costco,COST-03-005,West,644,451,132,14
SKU-BC-00094,Costco,COST-03-006,West,370,174,52,12
SKU-BC-00094,Costco,COST-01-001,Midwest,302,319,69,4
SKU-BC-00094,Costco,COST-03-002,West,406,352,43,5
SKU-BC-00094,Costco,COST-02-001,South,271,132,35,4
SKU-BC-00094,Costco,COST-03-003,West,699,429,122,4
SKU-BC-00094,Costco,COST-03-001,West,424,568,152,8
SKU-BC-00094,Costco,COST-02-003,South,591,582,110,3
SKU-BC-00094,Costco,COST-01-005,Midwest,167,242,155,10
SKU-BC-00094,Costco,COST-01-006,Midwest,726,602,26,12
SKU-BC-00094,Costco,COST-03-004,West,938,1057,107,14
SKU-BC-00094,Costco,COST-01-004,Midwest,239,268,73,10
SKU-BC-00094,Costco,COST-02-006,South,436,343,75,4
SKU-BC-00094,Costco,COST-02-005,South,358,505,30,14
SKU-BC-00094,Costco,COST-02-004,South,214,17,52,11
SKU-CL-00095,Walmart,WMT-02-010,South,824,978,156,5
SKU-CL-00095,Walmart,WMT-02-014,South,821,962,133,12
SKU-CL-00095,Walmart,WMT-01-007,Midwest,326,492,93,8
SKU-CL-00095,Walmart,WMT-03-007,West,594,479,61,12
SKU-CL-00095,Walmart,WMT-03-009,West,521,689,115,5
SKU-CL-00095,Walmart,WMT-01-005,Midwest,708,537,81,12
SKU-CL-00095,Walmart,WMT-04-002,Northeast,757,932,168,13
SKU-CL-00095,Walmart,WMT-02-006,South,193,63,117,9
SKU-CL-00095,Walmart,WMT-03-001,West,681,881,35,13
SKU-CL-00095,Walmart,WMT-04-003,Northeast,198,0,148,12
SKU-CL-00095,Walmart,WMT-03-008,West,386,159,154,9
SKU-CL-00095,Walmart,WMT-01-012,Midwest,852,635,84,9
SKU-CL-00095,Walmart,WMT-02-008,South,588,529,71,6
SKU-CL-00095,Walmart,WMT-03-005,West,859,749,136,3
SKU-CL-00095,Walmart,WMT-01-001,Midwest,358,281,68,10
SKU-CL-00095,Walmart,WMT-03-010,West,321,270,148,3
SKU-CL-00095,Walmart,WMT-02-005,South,183,200,26,11
SKU-CL-00095,Walmart,WMT-02-011,South,728,597,93,13
SKU-CL-00095,Walmart,WMT-03-011,West,640,474,62,10
SKU-CL-00095,Walmart,WMT-02-001,South,632,520,117,8
SKU-CL-00095,Walmart,WMT-01-003,Midwest,800,678,38,3
SKU-CL-00095,Walmart,WMT-03-006,West,552,439,80,5
SKU-CL-00095,Walmart,WMT-02-012,South,226,0,98,6
SKU-CL-00095,Walmart,WMT-02-002,South,566,627,31,8
SKU-CL-00095,Walmart,WMT-01-006,Midwest,891,693,42,3
SKU-CL-00095,Walmart,WMT-04-001,Northeast,362,345,162,14
SKU-CL-00095,Walmart,WMT-01-011,Midwest,821,986,75,6
SKU-CL-00095,Walmart,WMT-01-014,Midwest,757,825,29,7
SKU-CL-00095,Walmart,WMT-01-009,Midwest,703,884,62,9
SKU-CL-00095,Walmart,WMT-02-009,South,522,420,111,14
SKU-CL-00095,Sam's Club,SAM-03-004,West,587,728,70,9
SKU-CL-00095,Sam's Club,SAM-01-002,Midwest,617,815,109,11
SKU-CL-00095,Sam's Club,SAM-02-010,South,464,528,125,5
SKU-CL-00095,Sam's Club,SAM-02-006,South,291,357,113,7
SKU-CL-00095,Sam's Club,SAM-01-009,Midwest,530,270,158,14
SKU-CL-00095,Sam's Club,SAM-01-001,Midwest,179,310,38,5
SKU-CL-00095,Sam's Club,SAM-03-002,West,112,0,50,9
SKU-CL-00095,Sam's Club,SAM-02-002,South,725,804,135,14
SKU-CL-00095,Sam's Club,SAM-01-006,Midwest,143,320,23,12
SKU-CL-00095,Sam's Club,SAM-02-008,South,301,392,162,11
SKU-CL-00095,Sam's Club,SAM-02-004,South,480,422,158,13
SKU-CL-00095,Sam's Club,SAM-02-007,South,154,341,91,8
SKU-CL-00095,Sam's Club,SAM-01-005,Midwest,148,0,160,6
SKU-CL-00095,Sam's Club,SAM-03-001,West,472,293,114,11
SKU-CL-00095,Sam's Club,SAM-02-005,South,250,101,68,8
SKU-CL-00095,Sam's Club,SAM-03-003,West,158,14,165,6
SKU-CL-00095,Sam's Club,SAM-02-001,South,104,0,86,4
SKU-CL-00095,Sam's Club,SAM-03-006,West,666,439,160,10
SKU-CL-00095,Sam's Club,SAM-01-003,Midwest,285,444,160,12
SKU-CL-00095,Sam's Club,SAM-01-010,Midwest,478,650,99,9
SKU-CL-00095,Costco,COST-02-005,South,250,378,100,14
SKU-CL-00095,Costco,COST-02-004,South,196,373,110,14
SKU-CL-00095,Costco,COST-03-001,West,650,602,69,12
SKU-CL-00095,Costco,COST-01-006,Midwest,311,129,42,11
SKU-CL-00095,Costco,COST-02-001,South,909,824,45,10
SKU-CL-00095,Costco,COST-02-003,South,503,687,131,14
SKU-CL-00095,Costco,COST-01-002,Midwest,899,1024,94,13
SKU-CL-00095,Costco,COST-02-002,South,435,574,69,11
SKU-CL-00095,Costco,COST-02-006,South,629,594,76,8
SKU-CL-00095,Costco,COST-03-004,West,822,847,24,10
SKU-CL-00095,Costco,COST-01-001,Midwest,277,360,151,8
SKU-CL-00095,Costco,COST-03-003,West,105,249,155,14
SKU-CL-00095,Costco,COST-03-002,West,544,290,113,9
SKU-CL-00095,Costco,COST-03-006,West,174,318,80,3
SKU-CL-00095,Costco,COST-01-003,Midwest,912,812,165,13
SKU-PC-00096,Walmart,WMT-02-005,South,381,152,46,4
SKU-PC-00096,Walmart,WMT-03-015,West,187,116,21,5
SKU-PC-00096,Walmart,WMT-02-011,South,157,32,62,7
SKU-PC-00096,Walmart,WMT-01-006,Midwest,261,176,41,10
SKU-PC-00096,Walmart,WMT-02-006,South,358,419,33,9
SKU-PC-00096,Walmart,WMT-01-002,Midwest,516,658,68,12
SKU-PC-00096,Walmart,WMT-02-003,South,825,1012,56,9
SKU-PC-00096,Walmart,WMT-03-002,West,392,264,52,14
SKU-PC-00096,Walmart,WMT-02-008,South,626,399,98,9
SKU-PC-00096,Walmart,WMT-01-009,Midwest,606,633,130,6
SKU-PC-00096,Walmart,WMT-01-014,Midwest,113,165,72,8
SKU-PC-00096,Walmart,WMT-01-013,Midwest,103,17,146,10
SKU-PC-00096,Walmart,WMT-03-006,West,869,1067,76,11
SKU-PC-00096,Walmart,WMT-03-010,West,499,367,58,14
SKU-PC-00096,Walmart,WMT-03-012,West,429,217,112,10
SKU-PC-00096,Walmart,WMT-02-014,South,315,46,151,9
SKU-PC-00096,Walmart,WMT-01-011,Midwest,86,0,145,11
SKU-PC-00096,Walmart,WMT-03-003,West,870,776,149,13
SKU-PC-00096,Walmart,WMT-02-009,South,535,646,132,14
SKU-PC-00096,Walmart,WMT-03-005,West,237,308,57,10
SKU-PC-00096,Walmart,WMT-02-002,South,264,387,72,12
SKU-PC-00096,Walmart,WMT-02-010,South,374,147,25,4
SKU-PC-00096,Walmart,WMT-03-013,West,823,862,48,3
SKU-PC-00096,Walmart,WMT-01-005,Midwest,141,138,40,10
SKU-PC-00096,Walmart,WMT-03-009,West,718,657,114,6
SKU-PC-00096,Walmart,WMT-02-007,South,555,409,158,14
SKU-PC-00096,Walmart,WMT-03-011,West,266,216,23,14
SKU-PC-00096,Walmart,WMT-01-012,Midwest,660,700,114,4
SKU-PC-00096,Walmart,WMT-03-008,West,293,39,147,11
SKU-PC-00096,Walmart,WMT-03-014,West,517,673,126,8
SKU-PC-00096,Sam's Club,SAM-02-010,South,105,113,108,7
SKU-PC-00096,Sam's Club,SAM-01-001,Midwest,417,144,82,9
SKU-PC-00096,Sam's Club,SAM-03-001,West,797,520,138,14
SKU-PC-00096,Sam's Club,SAM-02-001,South,869,716,81,13
SKU-PC-00096,Sam's Club,SAM-02-005,South,150,247,157,5
SKU-PC-00096,Sam's Club,SAM-01-005,Midwest,633,792,159,10
SKU-PC-00096,Sam's Club,SAM-02-002,South,507,634,72,10
